mon,day,yr,precip,et,pet,URLD,UCOM,AGRC,FRSD,FRST,GLdy,eBand10,eBand11,oFlow
1,1,2002,8.93E-02,5.34E-02,8.87E-02,0,0,0,0,0,0,0,0,2.875868006
1,2,2002,0.107,0.343,0.639,0,0,0,0,0,0,0,0,2.694060258
1,3,2002,0,0.287,0.551,0,0,0,0,0,0,0,0,2.545308465
1,4,2002,4.98,1.63E-02,2.00E-02,0,0,0,0,0,0,0,0,2.479196557
1,5,2002,3.93,0,0,0,0,0,0,0,0,0,0,4.941865136
1,6,2002,0,0,0,0,0,0,0,0,0,0,0,3.206427547
1,7,2002,0.107,1.59E-02,2.04E-02,0,0,0,0,0,0,0,0,2.859340029
1,8,2002,0,6.35E-02,0.212,0,0,0,0,0,0,0,0,2.661004304
1,9,2002,0,2.11E-02,7.61E-02,0,0,0,0,0,0,0,0,2.528780488
1,10,2002,8.93E-02,2.29E-02,4.27E-02,0,0,0,0,0,0,0,0,2.429612626
1,11,2002,7.17E-03,3.28E-02,0.109,0,0,0,0,0,0,0,0,2.363500717
1,12,2002,0,0.111,0.394,0,0,0,0,0,0,0,0,2.280860832
1,13,2002,4.92,6.21E-02,0.166,0,0,0,0,0,0,0,0,2.396556671
1,14,2002,14.9,6.68E-02,0.182,0,0,0,0,0,0,0,0,3.817962697
1,15,2002,3.1,9.16E-02,0.268,0,0,0,0,0,0,0,0,3.950186514
1,16,2002,28.6,5.77E-02,0.149,0,0,0,0,0,0,0,0,7.99954089
1,17,2002,3.49,9.95E-02,0.293,0,0,0,0,0,0,0,0,11.23902439
1,18,2002,13.8,0.117,0.354,0,0,0,0,0,0,0,0,9.78456241
1,19,2002,18.9,0.306,1,0,0,0,0,0,0,0,0,8.197876614
1,20,2002,14.4,0.163,0.508,0,0,0,0,0,0,0,0,24.08126255
1,21,2002,10.9,0.152,0.466,0,0,0,0,0,0,0,0,18.62703013
1,22,2002,8.38,0.235,0.748,0,0,0,0,0,0,0,0,13.99919656
1,23,2002,15.4,0.116,0.342,0,0,0,0,0,0,0,0,16.70978479
1,24,2002,2.45,0.207,0.649,0,0,0,0,0,0,0,0,12.03236729
1,25,2002,50.9,0.135,0.404,0,0,0,0,0,0,0,0,28.27936872
1,26,2002,6.28,0.334,1.07,0,0,0,0,0,0,0,0,24.95724534
1,27,2002,34.8,0.157,0.472,0,0,0,0,0,0,0,0,26.95713056
1,28,2002,2.82,0.501,1.61,0,0,0,0,0,0,0,0,17.3543759
1,29,2002,15.9,0.335,1.06,0,0,0,0,0,0,0,0,12.49515065
1,30,2002,18.3,0.149,0.442,0,0,0,0,0,0,0,0,19.38731707
1,31,2002,41.7,0.195,0.591,0,0,0,0,0,0,0,0,34.3451363
2,1,2002,60.6,0.179,0.537,0,0,0,0,0,0,0,0,83.05308465
2,2,2002,16.3,0.176,0.523,0,0,0,0,0,0,0,0,37.45239598
2,3,2002,4.76,0.293,0.902,0,0,0,0,0,0,0,0,17.89979914
2,4,2002,38.9,0.167,0.491,0,0,0,0,0,0,0,0,24.97377331
2,5,2002,12.5,0.265,0.805,0,0,0,0,0,0,0,0,19.0071736
2,6,2002,5.96,0.272,0.823,0,0,0,0,0,0,0,0,13.20585366
2,7,2002,20.6,0.127,0.357,0,0,0,0,0,0,0,0,19.13939742
2,8,2002,26.7,0.137,0.389,0,0,0,0,0,0,0,0,25.25474892
2,9,2002,8.41,0.369,1.12,0,0,0,0,0,0,0,0,15.1892109
2,10,2002,102,0.229,0.678,0,0,0,0,0,0,0,0,58.87265423
2,11,2002,0.157,0.291,0.879,0,0,0,0,0,0,0,0,38.163099
2,12,2002,1.24,0.498,1.52,0,0,0,0,0,0,0,0,15.94949785
2,13,2002,0.214,0.209,0.609,0,0,0,0,0,0,0,0,10.32998565
2,14,2002,1.79E-02,0.193,0.592,0,0,0,0,0,0,0,0,7.553285509
2,15,2002,8.21E-02,0.11,0.305,0,0,0,0,0,0,0,0,5.966599713
2,16,2002,0,6.05E-02,0.187,0,0,0,0,0,0,0,0,4.892281205
2,17,2002,3.68,9.92E-02,0.262,0,0,0,0,0,0,0,0,4.330329986
2,18,2002,29.2,0.239,0.692,0,0,0,0,0,0,0,0,6.032711621
2,19,2002,68.4,5.26E-02,0.118,0,0,0,0,0,0,0,0,23.28791966
2,20,2002,2.94,0.227,0.651,0,0,0,0,0,0,0,0,12.75959828
2,21,2002,46,0.162,0.45,0,0,0,0,0,0,0,0,14.80906743
2,22,2002,7.13,0.253,0.725,0,0,0,0,0,0,0,0,10.9415208
2,23,2002,4.17,0.259,0.741,0,0,0,0,0,0,0,0,8.148292683
2,24,2002,63.7,8.45E-02,0.212,0,0,0,0,0,0,0,0,15.42060258
2,25,2002,67.2,8.65E-02,0.217,0,0,0,0,0,0,0,0,53.3523099
2,26,2002,2.07,0.451,1.31,0,0,0,0,0,0,0,0,25.42002869
2,27,2002,7.58,0.549,1.6,0,0,0,0,0,0,0,0,13.9661406
2,28,2002,0,0.212,0.632,0,0,0,0,0,0,0,0,9.255667145
3,1,2002,1.79E-02,0.307,0.905,0,0,0,0,0,0,0,0,6.99133429
3,2,2002,0.761,0.121,0.318,0,0,0,0,0,0,0,0,5.768263989
3,3,2002,0,8.59E-02,0.254,0,0,0,0,0,0,0,0,4.826169297
3,4,2002,1.15,0.132,0.348,0,0,0,0,0,0,0,0,4.181578192
3,5,2002,22.3,0.361,1.02,0,0,0,0,0,0,0,0,4.08241033
3,6,2002,2.65,0.178,0.481,0,0,0,0,0,0,0,0,5.189784792
3,7,2002,0.2,0.556,1.58,0,0,0,0,0,0,0,0,3.503931133
3,8,2002,7.49,0.15,0.395,0,0,0,0,0,0,0,0,3.652682927
3,9,2002,10,0.173,0.462,0,0,0,0,0,0,0,0,5.553400287
3,10,2002,15.1,0.193,0.518,0,0,0,0,0,0,0,0,12.14806313
3,11,2002,2.64,0.351,0.976,0,0,0,0,0,0,0,0,6.627718795
3,12,2002,0,0.348,1,0,0,0,0,0,0,0,0,5.272424677
3,13,2002,0,0.619,1.78,0,0,0,0,0,0,0,0,4.379913917
3,14,2002,1.47,0.53,1.48,0,0,0,0,0,0,0,0,3.91713056
3,15,2002,3.95,0.101,0.25,0,0,0,0,0,0,0,0,3.867546628
3,16,2002,2.16,0.25,0.675,0,0,0,0,0,0,0,0,3.553515065
3,17,2002,2.05,0.186,0.489,0,0,0,0,0,0,0,0,3.18989957
3,18,2002,8.49,8.87E-02,0.213,0,0,0,0,0,0,0,0,3.867546628
3,19,2002,3.37,0.241,0.643,0,0,0,0,0,0,0,0,3.07420373
3,20,2002,9.2,0.342,0.927,0,0,0,0,0,0,0,0,3.536987088
3,21,2002,0.553,0.571,1.57,0,0,0,0,0,0,0,0,3.024619799
3,22,2002,1.79E-02,0.16,0.444,0,0,0,0,0,0,0,0,2.859340029
3,23,2002,0,0.354,0.994,0,0,0,0,0,0,0,0,2.727116212
3,24,2002,0,0.544,1.52,0,0,0,0,0,0,0,0,2.561836442
3,25,2002,0.497,0.223,0.584,0,0,0,0,0,0,0,0,2.528780488
3,26,2002,0,0.616,1.72,0,0,0,0,0,0,0,0,2.380028694
3,27,2002,0,0.604,1.68,0,0,0,0,0,0,0,0,2.280860832
3,28,2002,1.79E-02,0.662,1.83,0,0,0,0,0,0,0,0,2.165164993
3,29,2002,0,0.713,1.97,0,0,0,0,0,0,0,0,2.082525108
3,30,2002,10.9,0.745,2.06,0,0,0,0,0,0,0,0,2.198220947
3,31,2002,10.6,0.137,0.341,0,0,0,0,0,0,0,0,3.503931133
4,1,2002,3.72,0.204,0.523,0,0,0,0,0,0,0,0,3.107259684
4,2,2002,2.89,0.276,0.72,0,0,0,0,0,0,0,0,2.495724534
4,3,2002,3.28,0.2,0.51,0,0,0,0,0,0,0,0,2.413084648
4,4,2002,0,0.357,0.977,0,0,0,0,0,0,0,0,2.297388809
4,5,2002,0,0.894,2.44,0,0,0,0,0,0,0,0,2.165164993
4,6,2002,0,1.18,3.22,0,0,0,0,0,0,0,0,2.082525108
4,7,2002,0,0.831,2.26,0,0,0,0,0,0,0,0,1.999885222
4,8,2002,0,0.716,1.99,0,0,0,0,0,0,0,0,1.950301291
4,9,2002,0,0.502,1.39,0,0,0,0,0,0,0,0,1.851133429
4,10,2002,0,0.854,2.36,0,0,0,0,0,0,0,0,1.785021521
4,11,2002,0,0.79,2.18,0,0,0,0,0,0,0,0,1.751965567
4,12,2002,0.114,0.589,1.59,0,0,0,0,0,0,0,0,1.718909613
4,13,2002,0.843,0.898,2.38,0,0,0,0,0,0,0,0,1.652797704
4,14,2002,1.81,0.231,0.585,0,0,0,0,0,0,0,0,1.718909613
4,15,2002,0,0.587,1.57,0,0,0,0,0,0,0,0,1.636269727
4,16,2002,0,0.701,1.87,0,0,0,0,0,0,0,0,1.570157819
4,17,2002,18.7,0.544,1.42,0,0,0,0,0,0,0,0,2.016413199
4,18,2002,16.3,0.241,0.608,0,0,0,0,0,0,0,0,4.016298422
4,19,2002,4.25,0.748,1.95,0,0,0,0,0,0,0,0,2.115581062
4,20,2002,2.1,0.648,1.68,0,0,0,0,0,0,0,0,2.049469154
4,21,2002,3.21,0.943,2.46,0,0,0,0,0,0,0,0,1.884189383
4,22,2002,0.482,0.442,1.13,0,0,0,0,0,0,0,0,1.999885222
4,23,2002,0.196,0.478,1.23,0,0,0,0,0,0,0,0,1.851133429
4,24,2002,1.65,0.956,2.49,0,0,0,0,0,0,0,0,1.768493544
4,25,2002,15.9,0.95,2.47,0,0,0,0,0,0,0,0,2.62794835
4,26,2002,13.9,0.838,2.17,0,0,0,0,0,0,0,0,3.603098996
4,27,2002,37.6,0.265,0.661,0,0,0,0,0,0,0,0,13.25543759
4,28,2002,15.5,0.247,0.613,0,0,0,0,0,0,0,0,11.05721664
4,29,2002,38.2,0.471,1.2,0,0,0,0,0,0,0,0,14.36281205
4,30,2002,9.65,0.767,1.97,0,0,0,0,0,0,0,0,14.51156385
5,1,2002,1.37,0.765,1.96,0,0,0,0,0,0,0,0,8.710243902
5,2,2002,0,1.07,2.78,0,0,0,0,0,0,0,0,6.131879484
5,3,2002,7.17E-03,1.04,2.71,0,0,0,0,0,0,0,0,4.793113343
5,4,2002,1.73,0.727,1.85,0,0,0,0,0,0,0,0,4.049354376
5,5,2002,0.775,1.14,2.92,0,0,0,0,0,0,0,0,3.404763271
5,6,2002,0,0.495,1.28,0,0,0,0,0,0,0,0,3.107259684
5,7,2002,0.443,0.15,0.354,0,0,0,0,0,0,0,0,2.859340029
5,8,2002,0,0.473,1.22,0,0,0,0,0,0,0,0,2.62794835
5,9,2002,0,0.436,1.12,0,0,0,0,0,0,0,0,2.46266858
5,10,2002,0,0.536,1.38,0,0,0,0,0,0,0,0,2.313916786
5,11,2002,0,0.997,2.56,0,0,0,0,0,0,0,0,2.198220947
5,12,2002,7.33,1.03,2.6,0,0,0,0,0,0,0,0,2.429612626
5,13,2002,14.1,0.315,0.774,0,0,0,0,0,0,0,0,3.487403156
5,14,2002,9.68,0.643,1.61,0,0,0,0,0,0,0,0,3.52045911
5,15,2002,3.57,0.469,1.16,0,0,0,0,0,0,0,0,6.561606887
5,16,2002,0,1.69,4.32,0,0,0,0,0,0,0,0,3.206427547
5,17,2002,13.7,1.59,4.02,0,0,0,0,0,0,0,0,3.536987088
5,18,2002,7.13,0.554,1.38,0,0,0,0,0,0,0,0,3.867546628
5,19,2002,9.62,0.482,1.19,0,0,0,0,0,0,0,0,5.140200861
5,20,2002,0.443,0.271,0.655,0,0,0,0,0,0,0,0,4.429497848
5,21,2002,7.15,0.616,1.53,0,0,0,0,0,0,0,0,3.933658537
5,22,2002,14.6,0.362,0.884,0,0,0,0,0,0,0,0,7.43758967
5,23,2002,10.3,1.28,3.19,0,0,0,0,0,0,0,0,9.189555237
5,24,2002,4.39,1.1,2.75,0,0,0,0,0,0,0,0,10.16470588
5,25,2002,10.8,0.645,1.59,0,0,0,0,0,0,0,0,11.04068867
5,26,2002,1.82,0.878,2.18,0,0,0,0,0,0,0,0,7.850789096
5,27,2002,7.68,0.965,2.4,0,0,0,0,0,0,0,0,6.528550933
5,28,2002,36.2,0.428,1.04,0,0,0,0,0,0,0,0,19.0071736
5,29,2002,11.5,0.881,2.18,0,0,0,0,0,0,0,0,13.78433286
5,30,2002,1.74,1.1,2.73,0,0,0,0,0,0,0,0,9.602754663
5,31,2002,0,1.37,3.44,0,0,0,0,0,0,0,0,6.627718795
6,1,2002,8.93E-02,1.63,4.05,0,0,0,0,0,0,0,0,5.222840746
6,2,2002,4.97,0.801,1.98,0,0,0,0,0,0,0,0,4.52866571
6,3,2002,9.09,0.488,1.19,0,0,0,0,0,0,0,0,4.479081779
6,4,2002,0,0.745,1.86,0,0,0,0,0,0,0,0,3.570043042
6,5,2002,8.57,0.809,1.98,0,0,0,0,0,0,0,0,3.388235294
6,6,2002,1.33,0.173,0.399,0,0,0,0,0,0,0,0,3.140315638
6,7,2002,4.06,0.151,0.343,0,0,0,0,0,0,0,0,3.751850789
6,8,2002,5.58,0.51,1.23,0,0,0,0,0,0,0,0,2.941979914
6,9,2002,36.1,0.453,1.09,0,0,0,0,0,0,0,0,11.3051363
6,10,2002,6.01,0.55,1.33,0,0,0,0,0,0,0,0,12.56126255
6,11,2002,0.96,1.38,3.39,0,0,0,0,0,0,0,0,7.702037303
6,12,2002,0.404,0.604,1.46,0,0,0,0,0,0,0,0,5.53687231
6,13,2002,7.73,0.468,1.13,0,0,0,0,0,0,0,0,4.958393113
6,14,2002,23.5,0.131,0.292,0,0,0,0,0,0,0,0,14.26364419
6,15,2002,4.7,0.821,1.99,0,0,0,0,0,0,0,0,8.544964132
6,16,2002,3.56,0.372,0.885,0,0,0,0,0,0,0,0,6.809526542
6,17,2002,0,1.1,2.72,0,0,0,0,0,0,0,0,5.586456241
6,18,2002,0.554,1.66,4.06,0,0,0,0,0,0,0,0,4.512137733
6,19,2002,0.332,1.22,2.97,0,0,0,0,0,0,0,0,3.91713056
6,20,2002,1.73,0.937,2.27,0,0,0,0,0,0,0,0,3.388235294
6,21,2002,5.01,0.375,0.889,0,0,0,0,0,0,0,0,3.404763271
6,22,2002,0.528,0.388,0.919,0,0,0,0,0,0,0,0,2.991563845
6,23,2002,0,0.777,1.9,0,0,0,0,0,0,0,0,2.644476327
6,24,2002,0.107,0.941,2.27,0,0,0,0,0,0,0,0,2.413084648
6,25,2002,0,0.994,2.43,0,0,0,0,0,0,0,0,2.264332855
6,26,2002,2.14,0.356,0.838,0,0,0,0,0,0,0,0,2.198220947
6,27,2002,7.17E-03,0.273,0.664,0,0,0,0,0,0,0,0,2.065997131
6,28,2002,0,0.904,2.2,0,0,0,0,0,0,0,0,1.950301291
6,29,2002,0.932,0.388,0.913,0,0,0,0,0,0,0,0,1.917245337
6,30,2002,23.3,0.136,0.3,0,0,0,0,0,0,0,0,3.735322812
7,1,2002,30.7,0.325,0.759,0,0,0,0,0,0,0,0,6.826054519
7,2,2002,5.07,0.399,0.939,0,0,0,0,0,0,0,0,4.098938307
7,3,2002,1.79E-02,1.25,3.03,0,0,0,0,0,0,0,0,3.041147776
7,4,2002,26.8,0.672,1.6,0,0,0,0,0,0,0,0,6.098823529
7,5,2002,1.91,0.202,0.459,0,0,0,0,0,0,0,0,6.363271162
7,6,2002,3.75,0.91,2.17,0,0,0,0,0,0,0,0,4.412969871
7,7,2002,18.6,0.37,0.865,0,0,0,0,0,0,0,0,5.900487805
7,8,2002,0.657,0.367,0.857,0,0,0,0,0,0,0,0,4.991449067
7,9,2002,3.77,0.559,1.32,0,0,0,0,0,0,0,0,3.983242468
7,10,2002,2.39,1.05,2.49,0,0,0,0,0,0,0,0,3.603098996
7,11,2002,0.232,0.916,2.18,0,0,0,0,0,0,0,0,3.123787661
7,12,2002,0.172,1.46,3.49,0,0,0,0,0,0,0,0,2.826284075
7,13,2002,0,1.61,3.87,0,0,0,0,0,0,0,0,2.594892396
7,14,2002,0,1.19,2.91,0,0,0,0,0,0,0,0,2.413084648
7,15,2002,0,1.04,2.55,0,0,0,0,0,0,0,0,2.297388809
7,16,2002,0,1.2,2.95,0,0,0,0,0,0,0,0,2.231276901
7,17,2002,0,0.494,1.21,0,0,0,0,0,0,0,0,2.148637016
7,18,2002,0,0.667,1.64,0,0,0,0,0,0,0,0,2.065997131
7,19,2002,5.4,0.267,0.623,0,0,0,0,0,0,0,0,1.90071736
7,20,2002,2.11,0.327,0.754,0,0,0,0,0,0,0,0,1.983357245
7,21,2002,0,1.33,3.19,0,0,0,0,0,0,0,0,1.768493544
7,22,2002,14.8,0.591,1.38,0,0,0,0,0,0,0,0,2.115581062
7,23,2002,3.91,0.158,0.348,0,0,0,0,0,0,0,0,2.280860832
7,24,2002,0.336,0.567,1.32,0,0,0,0,0,0,0,0,1.818077475
7,25,2002,7.17E-03,0.379,0.904,0,0,0,0,0,0,0,0,1.718909613
7,26,2002,0.754,0.443,1.03,0,0,0,0,0,0,0,0,1.61974175
7,27,2002,0.1,0.507,1.18,0,0,0,0,0,0,0,0,1.570157819
7,28,2002,0,1.22,2.92,0,0,0,0,0,0,0,0,1.487517934
7,29,2002,0,0.57,1.36,0,0,0,0,0,0,0,0,1.437934003
7,30,2002,1.14,0.426,0.985,0,0,0,0,0,0,0,0,1.487517934
7,31,2002,0.125,0.135,0.292,0,0,0,0,0,0,0,0,1.437934003
8,1,2002,12.2,0.122,0.261,0,0,0,0,0,0,0,0,1.603213773
8,2,2002,0.386,0.362,0.83,0,0,0,0,0,0,0,0,1.685853659
8,3,2002,0.839,1.42,3.33,0,0,0,0,0,0,0,0,1.437934003
8,4,2002,1.47,1.24,2.92,0,0,0,0,0,0,0,0,1.388350072
8,5,2002,0,1.19,2.81,0,0,0,0,0,0,0,0,1.338766141
8,6,2002,0,1.04,2.47,0,0,0,0,0,0,0,0,1.305710187
8,7,2002,4.93,0.42,0.965,0,0,0,0,0,0,0,0,1.322238164
8,8,2002,12.4,0.225,0.504,0,0,0,0,0,0,0,0,1.685853659
8,9,2002,4.47,0.128,0.274,0,0,0,0,0,0,0,0,1.999885222
8,10,2002,0.218,0.364,0.833,0,0,0,0,0,0,0,0,1.570157819
8,11,2002,5.58,0.202,0.447,0,0,0,0,0,0,0,0,1.801549498
8,12,2002,3.93,1.38,3.23,0,0,0,0,0,0,0,0,1.652797704
8,13,2002,9.21,0.167,0.366,0,0,0,0,0,0,0,0,3.289067432
8,14,2002,0.493,0.951,2.22,0,0,0,0,0,0,0,0,2.694060258
8,15,2002,0.107,1.07,2.49,0,0,0,0,0,0,0,0,2.132109039
8,16,2002,0,1.31,3.1,0,0,0,0,0,0,0,0,1.884189383
8,17,2002,23.4,1.59,3.71,0,0,0,0,0,0,0,0,2.925451937
8,18,2002,3.57,0.196,0.434,0,0,0,0,0,0,0,0,4.396441894
8,19,2002,0.129,0.328,0.746,0,0,0,0,0,0,0,0,2.479196557
8,20,2002,0,0.897,2.11,0,0,0,0,0,0,0,0,2.231276901
8,21,2002,0,1.27,3,0,0,0,0,0,0,0,0,2.049469154
8,22,2002,0,0.87,2.05,0,0,0,0,0,0,0,0,1.950301291
8,23,2002,0.254,0.942,2.24,0,0,0,0,0,0,0,0,1.884189383
8,24,2002,8.68,0.492,1.13,0,0,0,0,0,0,0,0,1.884189383
8,25,2002,0,0.476,1.12,0,0,0,0,0,0,0,0,1.818077475
8,26,2002,0,0.678,1.59,0,0,0,0,0,0,0,0,1.751965567
8,27,2002,0,0.921,2.16,0,0,0,0,0,0,0,0,1.702381636
8,28,2002,6.39,0.935,2.17,0,0,0,0,0,0,0,0,1.751965567
8,29,2002,4.04,0.187,0.41,0,0,0,0,0,0,0,0,1.785021521
8,30,2002,13.8,0.189,0.413,0,0,0,0,0,0,0,0,2.710588235
8,31,2002,0,0.522,1.22,0,0,0,0,0,0,0,0,1.90071736
9,1,2002,0,0.988,2.32,0,0,0,0,0,0,0,0,1.751965567
9,2,2002,0,1.06,2.48,0,0,0,0,0,0,0,0,1.685853659
9,3,2002,0,0.389,0.911,0,0,0,0,0,0,0,0,1.669325681
9,4,2002,0.279,0.357,0.812,0,0,0,0,0,0,0,0,1.636269727
9,5,2002,12.3,0.564,1.29,0,0,0,0,0,0,0,0,2.18169297
9,6,2002,11.5,0.252,0.56,0,0,0,0,0,0,0,0,3.289067432
9,7,2002,6.98,0.581,1.33,0,0,0,0,0,0,0,0,3.07420373
9,8,2002,1.35,0.462,1.05,0,0,0,0,0,0,0,0,2.578364419
9,9,2002,14.4,0.2,0.439,0,0,0,0,0,0,0,0,4.545193687
9,10,2002,7.17E-03,0.984,2.3,0,0,0,0,0,0,0,0,3.239483501
9,11,2002,0,1.1,2.58,0,0,0,0,0,0,0,0,2.677532281
9,12,2002,0,0.36,0.84,0,0,0,0,0,0,0,0,2.46266858
9,13,2002,0,0.77,1.79,0,0,0,0,0,0,0,0,2.247804878
9,14,2002,0,0.883,2.1,0,0,0,0,0,0,0,0,2.132109039
9,15,2002,0,0.779,1.86,0,0,0,0,0,0,0,0,2.016413199
9,16,2002,0,0.206,0.491,0,0,0,0,0,0,0,0,1.933773314
9,17,2002,0,0.521,1.24,0,0,0,0,0,0,0,0,1.867661406
9,18,2002,0,0.54,1.29,0,0,0,0,0,0,0,0,1.818077475
9,19,2002,0,0.287,0.683,0,0,0,0,0,0,0,0,1.785021521
9,20,2002,0,0.44,1.05,0,0,0,0,0,0,0,0,1.751965567
9,21,2002,0,0.773,1.84,0,0,0,0,0,0,0,0,1.702381636
9,22,2002,0,0.318,0.757,0,0,0,0,0,0,0,0,1.669325681
9,23,2002,0,0.773,1.84,0,0,0,0,0,0,0,0,1.636269727
9,24,2002,1.79E-02,0.728,1.72,0,0,0,0,0,0,0,0,1.61974175
9,25,2002,1.23,0.598,1.38,0,0,0,0,0,0,0,0,1.603213773
9,26,2002,1.03,0.525,1.19,0,0,0,0,0,0,0,0,1.652797704
9,27,2002,0,0.327,0.759,0,0,0,0,0,0,0,0,1.603213773
9,28,2002,0,0.253,0.587,0,0,0,0,0,0,0,0,1.570157819
9,29,2002,0,0.985,2.28,0,0,0,0,0,0,0,0,1.537101865
9,30,2002,0.182,1.08,2.48,0,0,0,0,0,0,0,0,1.504045911
10,1,2002,0,0.806,1.87,0,0,0,0,0,0,0,0,1.504045911
10,2,2002,10.8,0.716,1.67,0,0,0,0,0,0,0,0,1.702381636
10,3,2002,7.17E-03,0.684,1.58,0,0,0,0,0,0,0,0,1.570157819
10,4,2002,0.207,0.684,1.55,0,0,0,0,0,0,0,0,1.470989957
10,5,2002,0.207,0.114,0.236,0,0,0,0,0,0,0,0,1.45446198
10,6,2002,0,0.638,1.48,0,0,0,0,0,0,0,0,1.421406026
10,7,2002,0.964,0.231,0.505,0,0,0,0,0,0,0,0,1.388350072
10,8,2002,0,0.988,2.28,0,0,0,0,0,0,0,0,1.355294118
10,9,2002,0,1.01,2.34,0,0,0,0,0,0,0,0,1.322238164
10,10,2002,0,0.317,0.733,0,0,0,0,0,0,0,0,1.305710187
10,11,2002,25.4,0.144,0.305,0,0,0,0,0,0,0,0,2.198220947
10,12,2002,3.58E-02,0.537,1.23,0,0,0,0,0,0,0,0,1.818077475
10,13,2002,19.1,4.86E-02,8.55E-02,0,0,0,0,0,0,0,0,2.859340029
10,14,2002,2.76,0.214,0.465,0,0,0,0,0,0,0,0,2.148637016
10,15,2002,3.28,0.132,0.277,0,0,0,0,0,0,0,0,1.884189383
10,16,2002,0.339,0.416,0.931,0,0,0,0,0,0,0,0,1.669325681
10,17,2002,2.47,0.243,0.531,0,0,0,0,0,0,0,0,1.652797704
10,18,2002,0.243,0.271,0.597,0,0,0,0,0,0,0,0,1.586685796
10,19,2002,0.304,0.324,0.718,0,0,0,0,0,0,0,0,1.537101865
10,20,2002,31.5,9.43E-02,0.189,0,0,0,0,0,0,0,0,8.858995696
10,21,2002,5.62,0.102,0.206,0,0,0,0,0,0,0,0,6.247575323
10,22,2002,8.3,0.147,0.311,0,0,0,0,0,0,0,0,6.776470588
10,23,2002,1.58,0.374,0.833,0,0,0,0,0,0,0,0,4.512137733
10,24,2002,80.8,0.318,0.703,0,0,0,0,0,0,0,0,23.15569584
10,25,2002,32.5,0.359,0.798,0,0,0,0,0,0,0,0,25.96545194
10,26,2002,52.1,0.568,1.28,0,0,0,0,0,0,0,0,26.36212339
10,27,2002,8.86,0.279,0.614,0,0,0,0,0,0,0,0,29.45285509
10,28,2002,3.51,0.483,1.08,0,0,0,0,0,0,0,0,12.56126255
10,29,2002,17.7,0,0,0,0,0,0,0,0,0,0,12.28028694
10,30,2002,1.87,3.14E-02,4.72E-02,0,0,0,0,0,0,0,0,8.44579627
10,31,2002,1.72,2.19E-02,2.60E-02,0,0,0,0,0,0,0,0,6.859110473
11,1,2002,25,9.19E-02,0.183,0,0,0,0,0,0,0,0,14.29670014
11,2,2002,33.3,7.19E-02,0.137,0,0,0,0,0,0,0,0,21.30456241
11,3,2002,7.15,0.353,0.782,0,0,0,0,0,0,0,0,14.34628407
11,4,2002,9.03,0.223,0.484,0,0,0,0,0,0,0,0,10.74318508
11,5,2002,32.4,7.25E-02,0.138,0,0,0,0,0,0,0,0,17.23868006
11,6,2002,8.04,0.404,0.898,0,0,0,0,0,0,0,0,17.51965567
11,7,2002,26.3,0.182,0.39,0,0,0,0,0,0,0,0,13.09015782
11,8,2002,58.3,3.12E-02,4.66E-02,0,0,0,0,0,0,0,0,36.64252511
11,9,2002,24.2,9.43E-02,0.188,0,0,0,0,0,0,0,0,19.93274032
11,10,2002,3.52,0.177,0.377,0,0,0,0,0,0,0,0,14.95781923
11,11,2002,18.3,0.3,0.659,0,0,0,0,0,0,0,0,12.56126255
11,12,2002,8.94,0.175,0.374,0,0,0,0,0,0,0,0,11.68527977
11,13,2002,14.8,0.106,0.214,0,0,0,0,0,0,0,0,11.02416069
11,14,2002,17.5,0.132,0.275,0,0,0,0,0,0,0,0,16.57756098
11,15,2002,0.125,7.13E-02,0.136,0,0,0,0,0,0,0,0,10.89193687
11,16,2002,0,1.58E-02,3.61E-02,0,0,0,0,0,0,0,0,8.16482066
11,17,2002,7.17E-03,1.87E-02,4.08E-02,0,0,0,0,0,0,0,0,6.42938307
11,18,2002,0,3.90E-02,0.193,0,0,0,0,0,0,0,0,5.305480631
11,19,2002,6.08,9.28E-02,0.374,0,0,0,0,0,0,0,0,4.842697274
11,20,2002,1.99,6.07E-02,0.215,0,0,0,0,0,0,0,0,4.80964132
11,21,2002,1.48,7.63E-02,0.289,0,0,0,0,0,0,0,0,4.098938307
11,22,2002,5.6,9.22E-02,0.364,0,0,0,0,0,0,0,0,4.181578192
11,23,2002,0.511,9.93E-02,0.395,0,0,0,0,0,0,0,0,3.619626973
11,24,2002,0,6.70E-02,0.317,0,0,0,0,0,0,0,0,3.289067432
11,25,2002,0.7,5.55E-02,0.183,0,0,0,0,0,0,0,0,3.107259684
11,26,2002,2.83,0.106,0.419,0,0,0,0,0,0,0,0,3.041147776
11,27,2002,15,0.135,0.547,0,0,0,0,0,0,0,0,4.231162123
11,28,2002,8.81,0.122,0.483,0,0,0,0,0,0,0,0,5.123672884
11,29,2002,1.16,0,0,0,0,0,0,0,0,0,0,3.950186514
11,30,2002,24.4,2.52E-02,4.69E-02,0,0,0,0,0,0,0,0,9.387890961
12,1,2002,45.6,0.165,0.669,0,0,0,0,0,0,0,0,21.22192253
12,2,2002,37.1,0.119,0.46,0,0,0,0,0,0,0,0,27.93228121
12,3,2002,12.8,3.35E-02,8.04E-02,0,0,0,0,0,0,0,0,19.70134864
12,4,2002,2.76,8.25E-02,0.292,0,0,0,0,0,0,0,0,13.7512769
12,5,2002,0,2.55E-02,0.112,0,0,0,0,0,0,0,0,9.668866571
