precip,snofall,snomlt,et,flo_out
0.138,0,0,1.19,0.303
9.02,0,0,2,0.405
10.9,0,0,3.25,0.435
6.20E-02,0,0,2.34,0.606
6.67,0,0,3.96,0.345
1.90E-04,0,0,2.51,0.399
6.7,0,0,3.11,0.322
0.262,0,0,2.48,0.328
0.427,0,0,2.51,0.262
0,0,0,3.6,0.237
0,0,0,3.37,0.22
0,0,0,2.96,0.21
0,0,0,3.44,0.201
0.165,0,0,4.06,0.192
2.6,0,0,2.39,0.187
1.52,0,0,0.981,0.205
0,0,0,1.48,0.188
0,0,0,2.43,0.178
0.139,0,0,2.63,0.175
0.326,0,0,1.94,0.177
0,0,0,3.06,0.167
1.90E-04,0,0,3.73,0.159
0.43,0,0,2.93,0.156
8.83,0,0,2.3,0.159
2.1,0,0,1.49,0.201
0,0,0,3.27,0.163
28.5,0,0,5.69,0.215
2.65,0,0,2.12,0.541
0.745,0,0,2.73,0.238
0,0,0,2.99,0.188
0.545,0,0,2.15,0.17
4.35E-02,0,0,1.67,0.166
0,0,0,2.16,0.156
0,0,0,3.52,0.149
0.201,0,0,2.82,0.146
0.307,0,0,1.81,0.147
0.711,0,0,2.9,0.144
0.533,0,0,0.85,0.147
0,0,0,1.86,0.138
0,0,0,4.11,0.131
1.90E-04,0,0,4.9,0.126
0,0,0,5.92,0.121
0,0,0,6,0.116
8.08,0,0,4.86,0.118
28.7,0,0,0.432,0.392
0.147,0,0,4.36,0.213
4.56,0,0,2.88,0.157
6.68,0,0,3.76,0.235
0,0,0,3.01,0.19
0.273,0,0,2.18,0.149
8.06,0,0,0.803,0.21
23.2,0,0,2.51,0.668
1.29,0,0,2.85,0.593
0.178,0,0,3.36,0.243
8.13E-02,0,0,3.78,0.179
9.55,0,0,1.99,0.245
14.2,0,0,1.16,0.513
3.84,0,0,2.06,0.506
6.79,0,0,0.74,0.617
0.105,0,0,3.09,0.364
0,0,0,3.41,0.238
0,0,0,3.49,0.207
0,0,0,4.23,0.191
0.182,0,0,4.15,0.167
4.33E-02,0,0,2.25,0.168
0.139,0,0,1.97,0.164
4.33E-02,0,0,3.73,0.157
0.677,0,0,4.21,0.15
0.292,0,0,1.35,0.151
0,0,0,3.87,0.142
4.35E-02,0,0,3.69,0.136
0.347,0,0,2.77,0.137
0.139,0,0,3.01,0.132
0,0,0,3.26,0.129
0,0,0,2.63,0.125
1.91,0,0,2.92,0.123
5.24E-02,0,0,2.4,0.125
0,0,0,2.13,0.118
4.35E-02,0,0,2.66,0.116
0.394,0,0,2.03,0.116
0.348,0,0,0.64,0.117
0.839,0,0,1.35,0.118
4.33E-02,0,0,3.15,0.112
0,0,0,2.34,0.105
0,0,0,1.34,0.103
0,0,0,1.69,0.109
0.472,0,0,1.42,0.109
2.74,0,0,2.18,0.108
3.25,0,0,2.65,0.106
0.252,0,0,1.47,0.105
0.1,0,0,2.18,0.102
0.304,0,0,1.3,0.105
0,0,0,1.11,0.102
0,0,0,2.49,0.098
3.96,0,0,1.9,0.099
6.18E-02,0,0,1.99,0.1
35.1,0,0,2.17,0.162
4.79,0,0,1.41,0.25
9.91,0,0,1.38,0.175
3.85,0,0,0.843,0.193
9.72E-03,0,0,0.808,0.177
0,0,0,2.37,0.133
0,0,0,3.41,0.115
0,0,0,2.54,0.108
0,0,0,2.24,0.103
0,0,0,1.98,0.1
0.235,0,0,2.72,0.096
14.4,0,0,0.544,0.109
24.8,0,0,0.309,0.487
3.35,0,0,0.351,0.37
15.4,0,0,1.66,0.248
1.74,0,0,2.14,0.574
7.05E-02,0,0,1.96,0.216
0,0,0,2.16,0.16
1.61,0,0,2.34,0.141
0.1,0,0,1.66,0.149
1.14,0,0,1.07,0.135
1.39,0,0,1.7,0.142
36.1,0,0,1.1,0.964
0,0,0,1.08,0.739
9.34E-03,0,0,2.02,0.267
0,0,0,1.38,0.187
0.307,0,0,1.02,0.164
4.08,0,0,1.3,0.158
7.46,0,0,1.33,0.238
2.08,0,0,1.33,0.219
5.46,0,0,1.8,0.196
9.34E-03,0,0,0.686,0.225
1.82,0,0,0.965,0.183
0,0,0,1.61,0.17
0.849,0,0,0.834,0.16
3.55,0,0,2.2,0.152
1.38,0,0,1.31,0.177
0,0,0,1.92,0.157
0,0,0,2.07,0.141
0,0,0,1.91,0.132
0,0,0,1.53,0.128
0,0,0,1.27,0.124
0,0,0,1.15,0.121
7.32,0,0,1.15,0.122
4.4,0,0,0.346,0.185
0,0,0,0.811,0.144
3.77,0,0,1.18,0.129
5.56,0,0,0.773,0.165
6.97,0,0,0.592,0.227
0,0,0,0.721,0.192
0,0,0,0.802,0.154
9.52,0,0,0.679,0.266
10.5,0,0,0.548,0.712
19.6,0,0,0.769,0.781
3.17,0,0,0.678,0.611
30.7,0,0,0.901,1.844
9.7,0,0,1.33,1.698
0.138,0,0,1.51,0.906
0.119,0,0,0.904,0.537
1.04,0,0,1.65,0.46
0,0,0,0.707,0.405
0,0,0,1.44,0.361
0,0,0,0.97,0.339
5.02,0,0,0.912,0.353
0,0,0,0.546,0.356
9.06,0,0,0.691,0.453
4.9,0,0,0.874,0.614
18.9,0,0,0.785,0.958
9.32,0,0,1.15,1.703
3.16,0,0,0.997,0.588
6.16,0,0,0.687,0.484
4.24,0,0,0.383,0.836
1.47,0,0,0.437,0.551
21.5,0,0,0.374,0.744
1.85,0,0,0.484,1.683
0.118,0,0,0.289,0.666
0,0,0,0.184,0.55
0.247,0,0,0.168,0.499
8.94,0,0,0.392,0.563
28.3,0,0,0.66,2.406
2.21,0,0,0.766,1.419
0.952,0,0,0.696,0.744
6.72,0,0,0.643,0.707
13.8,0,0,0.802,1.326
5.84,0,0,0.354,1.861
6.34,0,0,0.449,1.204
0.239,0,0,0.413,0.911
0.247,0,0,0.227,0.72
0.1,0,0,0.251,0.641
0.147,0,0,0.126,0.584
0,0,0,0.502,0.536
0,0,0,0.478,0.487
0,0,0,0.426,0.456
0,0,0,0.272,0.432
23.1,0,0,0.293,0.887
4.66,0,0,0.457,2.067
26.7,0,0,0.335,3.07
2.64,0,0,0.616,1.363
0.235,0,0,1.31,0.773
0,0,0,0.364,0.662
0,0,0,0.448,0.608
0,0,0,0.548,0.555
0.832,0,0,0.236,0.516
5.3,0,0,8.18E-02,0.507
9.38,0,0,0.654,0.96
3.5,0,0,0.841,0.634
6.65,0,0,0.836,0.658
0.484,0,0,0.287,0.846
1.4,0,0,0.328,0.563
15.9,0,0,0.455,0.943
10.5,0,0,0.669,2.242
2.39,0,0,0.74,0.821
0.123,0,0,1.11,0.641
0,0,0,0.285,0.564
0,0,0,0.25,0.527
27.3,0,0,0.383,2.401
1.31,0,0,0.903,1.1
7.02,0,0,0.522,0.746
0.418,0,0,0.336,0.909
8.39,0,0,0.309,1.07
17.8,0,0,0.196,2.43
2.78,0,0,0.719,1.4
13.9,0,0,0.57,1.31
4.35,0,0,0.678,1.73
1.85,0,0,0.901,0.986
6.72,0,0,0.33,1.07
3.38,0,0,1.27,0.944
8.35,0,0,0.938,1.61
3.47,0,0,1.09,1.06
3.84,0,0,0.898,1.1
29.1,0,0,0.667,4.36
2.75,0,0,0.608,1.43
0.147,0,0,0.237,1
0.235,0,0,0.526,0.881
6.92,0,0,0.529,0.832
6.37,0,0,0.404,1.58
7.39,0,0,0.398,0.864
1.3,0,0,0.194,1.18
10.4,0,0,0.312,1.65
0,0,0,1.01,0.885
0.171,0,0,0.538,0.732
0,0,0,0.39,0.651
2.61,0.572,0.572,0.675,0.641
2.38,0.535,0.535,0.926,0.636
5.72,1.77,1.77,0.971,0.587
38.8,0,0,0.594,2.83
13.6,0,0,0.469,4.49
14.4,0,0,0.826,1.47
33.8,0,0,0.506,3.89
21.9,0,0,0.463,4.49
8.82,0,0,0.361,4.68
1.90E-04,0,0,0.891,1.76
13.1,0,0,0.722,2.14
1.21,0,0,1.33,1.35
0.118,0,0,1.31,1.07
3.15,0,0,0.568,0.931
0,0,0,0.516,0.856
1.81E-02,0,0,0.32,0.751
0,0,0,0.244,0.675
0.712,0,0,0.253,0.633
0,0,0,0.362,0.573
1.81E-02,0,0,0.408,0.52
2.95,0,0,0.404,0.554
0,0,0,0.472,0.508
0.1,0,0,0.661,0.445
0,0,0,0.799,0.41
0,0,0,1.14,0.382
0,0,0,0.853,0.357
0,0,0,1.18,0.334
1.52,0.263,0.263,1.06,0.32
3.15,0,0,0.455,0.363
1.34,0.415,0.415,0.899,0.334
10.9,10.2,2.28,0.688,0.353
1.39,0.68,3.96,1.15,0.359
0,0,1.94,0.805,0.374
1.81E-02,0,0.426,0.614,0.37
9.34E-03,0,0.687,0.666,0.352
0.191,0,1.45,1.13,0.403
4.88,0,0,0.63,0.57
3.76,0,0,0.655,0.416
1.8,0,0,0.604,0.396
0.972,0,0,0.768,0.346
1.81E-02,0,0,0.862,0.296
0,0,0,0.835,0.272
0,0,0,0.921,0.26
0,0,0,1.01,0.251
3.62,0.726,0.726,1.11,0.252
1.21,0,0,0.498,0.376
11.3,0,0,0.966,0.391
4.7,0,0,0.891,1.12
13.8,0,0,0.561,1.08
3.69,0,0,0.628,0.768
0,0,0,1.39,0.524
19,0,0,0.814,0.975
3.61,0,0,1.13,1.46
0.139,0,0,0.951,0.728
0,0,0,1.21,0.528
1.08,0,0,1.5,0.473
0.277,0,0,1.4,0.45
3.83,0,0,1.37,0.43
0.157,0,0,1.06,0.459
0.354,0,0,0.473,0.396
0,0,0,0.843,0.364
1.90E-04,0,0,0.805,0.329
0,0,0,0.526,0.298
0,0,0,1.78,0.268
0.928,0,0,1.65,0.25
2.83,0,0,0.909,0.26
1.8,0,0,1.5,0.251
6.28,0,0,0.944,0.299
3.5,0,0,1.38,0.298
2.22,0,0,1.3,0.301
1.7,0,0,1.59,0.267
5.31E-02,0,0,1.63,0.237
0.178,0,0,1.13,0.222
4.17,0,0,0.721,0.233
0.532,0,0,0.917,0.247
0.218,0,0,1.24,0.228
0,0,0,1.39,0.222
0.33,0,0,0.845,0.216
0.307,0,0,0.925,0.209
7.16,0,0,0.827,0.284
6.20E-02,0,0,1.83,0.235
15.5,0,0,1.52,0.564
5.31E-02,0,0,1.64,0.484
2.19,0,0,2.31,0.263
2.75,0,0,0.903,0.278
2.42,0,0,1.77,0.272
0,0,0,2.25,0.244
1.90E-04,0,0,1.29,0.22
0,0,0,2.19,0.206
0,0,0,2.2,0.195
0.138,0,0,1.56,0.186
0.794,0,0,1.56,0.182
0.593,0,0,1.24,0.178
0.199,0,0,1.53,0.175
0,0,0,1.56,0.17
0,0,0,2.03,0.166
1.81E-02,0,0,2.4,0.163
17.3,0,0,2.36,0.254
12.9,0,0,0.938,0.507
7.28,0,0,0.706,0.635
0,0,0,1.42,0.509
7.93E-02,0,0,2.07,0.262
1.47,0,0,1.3,0.225
1.90E-04,0,0,0.453,0.212
1.81E-02,0,0,1.7,0.197
0,0,0,0.849,0.185
0,0,0,1.41,0.181
0,0,0,1.26,0.173
0,0,0,1.72,0.166
0,0,0,1.66,0.159
0,0,0,2.83,0.154
0,0,0,2.72,0.149
0,0,0,2.77,0.147
0,0,0,1.65,0.145
0,0,0,2.28,0.14
0,0,0,2.55,0.136
0,0,0,2.74,0.133
0,0,0,2.99,0.132
0,0,0,2.61,0.13
0,0,0,2.88,0.126
0,0,0,2.35,0.124
1.21,0,0,2.75,0.121
3.02,0,0,2.44,0.127
0.604,0,0,1.95,0.124
3.79E-04,0,0,2.81,0.118
7.78,0,0,1.33,0.129
0,0,0,2.68,0.128
0,0,0,3.23,0.116
4.99,0,0,2.1,0.127
0.249,0,0,1.37,0.122
0,0,0,3.08,0.117
0.691,0,0,1.45,0.116
0.138,0,0,3,0.113
9.59E-02,0,0,2.39,0.108
0.974,0,0,3.04,0.106
0,0,0,1.98,0.104
1.5,0,0,1.3,0.101
0,0,0,2.09,0.099
0,0,0,3.27,0.097
0,0,0,3.98,0.094
0,0,0,1.61,0.094
0,0,0,3.27,0.092
0,0,0,1.34,0.09
1.90E-04,0,0,2.57,0.084
5.47,0,0,2.29,0.086
1.84,0,0,3.57,0.092
0.178,0,0,3.77,0.086
26.5,0,0,3.34,0.191
7.79,0,0,0.991,0.229
1.44,0,0,1.98,0.134
3.04,0,0,4.31,0.105
5.24,0,0,1.44,0.136
0,0,0,2.3,0.109
0.623,0,0,3.57,0.095
10.8,0,0,2.38,0.1
0.191,0,0,2.17,0.153
1.47,0,0,2.63,0.108
0.728,0,0,2.76,0.1
1.39,0,0,2.87,0.094
0,0,0,3.4,0.088
0,0,0,4.02,0.083
5.89,0,0,4.15,0.083
0,0,0,3.78,0.086
2.18,0,0,1.74,0.082
0.165,0,0,3.46,0.08
7.07E-02,0,0,2.75,0.079
0.389,0,0,1.73,0.079
0,0,0,2.03,0.077
16.1,0,0,3.97,0.11
2.94,0,0,1.17,0.145
9.29,0,0,0.534,0.185
12,0,0,2.88,0.138
0.387,0,0,2.75,0.205
0,0,0,2.51,0.12
15.4,0,0,2.9,0.339
8.25,0,0,2.33,0.262
0.813,0,0,2.21,0.198
5.81,0,0,1.87,0.154
0.182,0,0,2.45,0.127
1.28,0,0,2.85,0.107
1.52,0,0,0.827,0.11
1.57,0,0,1.01,0.105
0.415,0,0,1.95,0.102
0.196,0,0,0.654,0.098
0.262,0,0,2.41,0.094
0,0,0,2.92,0.089
0,0,0,3.94,0.084
0.39,0,0,4.24,0.082
0.775,0,0,4.6,0.082
0.135,0,0,1.03,0.083
0,0,0,0.784,0.084
1.7,0,0,2.67,0.081
0,0,0,2.39,0.082
0,0,0,4.18,0.078
25.1,0,0,3.64,0.134
1.90E-04,0,0,2.36,0.163
0,0,0,2.75,0.101
14.5,0,0,3.1,0.101
1.93,0,0,2.76,0.142
0.143,0,0,2.36,0.112
0.462,0,0,1.46,0.096
13.4,0,0,1.62,0.13
3.33,0,0,2.86,0.17
11.4,0,0,2.96,0.133
4.89,0,0,1.83,0.55
13.6,0,0,2.41,0.204
16,0,0,1.89,1.55
0.169,0,0,1.73,0.316
29.1,0,0,1.85,0.86
5.02,0,0,1.77,1.54
2.58,0,0,1.47,0.578
0.446,0,0,1.71,0.403
14.3,0,0,2.13,0.798
0,0,0,1.51,0.558
0.325,0,0,1.86,0.327
1.83,0,0,1.55,0.289
0.182,0,0,2.35,0.262
0,0,0,2.39,0.243
0,0,0,1.4,0.232
0,0,0,2.18,0.225
2.96,0,0,1.93,0.216
0.139,0,0,0.695,0.237
1.81E-02,0,0,2.12,0.206
0,0,0,2.53,0.187
0,0,0,3.06,0.171
0,0,0,3.01,0.161
0.815,0,0,2.71,0.158
17.4,0,0,0.994,0.398
21.7,0,0,1.27,1.41
32.1,0,0,1.76,2.71
6.76,0,0,3.21,0.938
1.84,0,0,2.12,0.658
0.182,0,0,2.24,0.4
22.7,0,0,1.08,1.57
18.6,0,0,2.37,1.09
0.165,0,0,1.96,1.93
13.3,0,0,1.38,1.04
0.273,0,0,1.39,0.985
1.78,0,0,2.14,0.575
4.64,0,0,0.734,0.616
0.157,0,0,1.78,0.607
1.12,0,0,1.36,0.462
0.592,0,0,0.771,0.456
1.72,0,0,0.558,0.413
3.79E-04,0,0,0.485,0.415
1.34,0,0,0.513,0.376
23,0,0,0.411,1.17
0.234,0,0,0.975,1.49
9.59,0,0,0.975,0.928
6.15,0,0,1.79,0.872
34.9,0,0,0.779,2.74
5.72,0,0,1.97,2.11
5.11,0,0,1.89,1.18
2.24,0,0,1.75,0.862
0.147,0,0,0.838,0.757
0,0,0,1.06,0.654
0,0,0,1.24,0.578
0,0,0,1.55,0.519
0,0,0,1.57,0.473
1.11,0,0,0.589,0.446
2.13,0,0,0.839,0.474
41.9,0,0,0.594,2.09
10.8,0,0,0.649,2.2
0.399,0,0,0.694,0.84
7.87,0,0,0.65,1.02
6.36,0,0,0.77,0.849
13.1,0,0,0.735,1.17
14.4,0,0,0.337,2.36
16.2,0,0,1.47,1.47
39,0,0,0.648,7.3
15.6,0,0,0.44,3.21
11.5,0,0,0.879,2.37
2.68E-02,0,0,0.978,1.78
0.924,0,0,0.992,1.25
2.88,0,0,1.02,1.07
2.13,0,0,1.2,0.952
1.39,0,0,0.673,0.852
0.147,0,0,0.376,0.724
9.34E-03,0,0,0.267,0.641
0,0,0,0.51,0.579
0.54,0,0,0.723,0.531
2.99,0,0,0.388,0.52
0,0,0,1.31,0.479
5.58,0,0,0.994,0.432
11.3,0,0,0.483,1.63
5.34,0,0,0.463,0.887
5.61,0,0,0.4,0.84
7.61,0,0,0.691,0.789
0.689,0,0,0.946,0.551
6.66,0,0,0.322,0.732
0.684,0,0,0.981,0.585
1.11,0,0,0.656,0.498
0,0,0,0.732,0.467
0.547,0,0,0.81,0.457
0.804,0,0,0.644,0.45
7.27,0,0,0.62,0.478
20.4,0,0,0.367,1.4
2.65,0,0,0.309,1.12
5.63,0,0,0.222,0.78
3.38,0,0,0.286,0.913
0.329,0,0,0.761,0.654
3.93,0,0,0.238,0.592
3.48,0,0,0.174,0.797
12.4,0,0,0.426,0.852
0.268,0,0,0.531,1.02
6.37,0,0,0.559,1.02
0,0,0,0.762,0.775
1.15,0,0,0.361,0.596
3.66,0,0,0.64,0.747
2.17,0,0,0.182,0.615
1.58,0,0,9.12E-02,0.566
0.139,0,0,0.375,0.545
0.581,0,0,0.402,0.492
0.815,0,0,0.294,0.484
1.79,0,0,0.544,0.458
1.81E-02,0,0,0.153,0.428
0,0,0,0.314,0.402
0,0,0,0.278,0.38
7.46,0,0,0.18,0.486
0,0,0,0.198,0.522
0,0,0,0.315,0.401
0,0,0,0.293,0.366
13.8,0,0,0.436,0.424
8.81,0,0,0.459,0.803
5.28,0,0,1,0.838
2.61,0,0,0.799,0.786
5.38,0,0,0.559,0.623
2.69,0.714,0.714,0.597,0.487
4.56,0,0,0.522,0.559
27.7,0,0,0.464,1.76
2.66,0,0,0.447,2.38
0.396,0,0,0.794,0.83
6.82,0,0,0.984,0.855
6.22,0,0,0.751,0.803
0.632,0,0,0.535,0.737
17.6,0,0,0.478,2.03
9.34E-03,0,0,1.24,0.892
3.58,0,0,0.591,0.786
6.27,0,0,0.543,0.889
6.14E-02,0,0,0.351,0.857
