precip,snofall,snomlt,et,flo_out
3.73E-02,0,0,1.04,4.57E-02
0,0,0,0.971,3.14E-02
0,0,0,0.887,2.18E-02
0,0,0,0.754,1.44E-02
0,0,0,0.714,9.25E-03
5.57,0,0,2.14,6.63E-02
0,0,0,1.11,2.32E-02
0,0,0,1.46,1.61E-02
0,0,0,1.69,1.09E-02
0,0,0,2.06,7.63E-03
0,0,0,1.91,5.58E-03
0,0,0,1.38,4.39E-03
1.33,0,0,1.58,6.33E-03
3.95,0,0,1.38,1.72E-02
3.73E-02,0,0,1.05,3.26E-03
0,0,0,1.21,3.08E-03
9.85,0,0,1.12,0.353
3.75,0,0,0.714,0.459
11.2,0,0,1.41,1.03
42,0,0,1.99,3.69
5.08,0,0,0.804,2.69
18.8,0,0,1.62,3.22
1.75,0,0,1.63,2.25
8.5,0,0,1.39,2.1
13.6,0,0,0.334,2.36
37.7,0,0,1.22,5.06
11.6,0,0,1.91,4.07
0.719,0,0,1.51,2.8
2.34,0,0,1.68,2.03
5.32,0,0,1.11,1.78
5.65E-02,0,0,1.87,1.24
2.96,0,0,1.82,0.901
0.224,0,0,1.52,0.632
2.18,0,0,1.2,0.542
2.26,0,0,2.07,0.483
1.37,0,0,1.69,0.351
0.118,0,0,1.39,0.244
34.4,0,0,2.2,2.39
10.2,0,0,0.56,2.15
16.9,0,0,0.651,2.82
1.98,0,0,1.99,1.95
28.9,0,0,1.55,3.43
6.7,0,0,0.509,2.63
49.2,0,0,0.553,4.99
7.95,0,0,0.438,3.69
3.14,0,0,1.65,2.78
5.13,0,0,2.05,2.18
0.241,0,0,1.11,1.53
7.64,0,0,1.57,1.49
0.512,0,0,0.477,1.03
6.35E-02,0,0,1.25,0.728
9.64E-02,0,0,0.939,0.516
0,0,0,2.09,0.365
3.18E-02,0,0,0.924,0.26
10.7,0,0,2.52,0.6
0.567,0,0,1.73,0.386
0,0,0,0.534,0.27
11.9,0,0,1.52,0.84
15.4,0,0,2.24,1.77
1.11,0,0,1.66,1.16
9.42,0,0,2.74,1.25
0.22,0,0,1.4,0.851
5.58,0,0,2.26,0.956
0.592,0,0,1.32,0.647
1.75,0,0,1.84,0.476
0,0,0,1.95,0.329
0,0,0,1.62,0.233
0,0,0,1.47,0.164
0,0,0,1.91,0.116
0.25,0,0,2.31,8.25E-02
9.98,0,0,1.86,0.312
4.74,0,0,0.536,0.458
0,0,0,1.04,0.3
0,0,0,1.04,0.212
0.285,0,0,1.37,0.15
0.91,0,0,1.23,0.107
3.18E-02,0,0,1.49,7.31E-02
9.53E-02,0,0,1.7,5.15E-02
0.63,0,0,1.63,3.64E-02
9.33,0,0,1.66,0.305
3.58,0,0,1.02,0.356
0,0,0,1.76,0.235
28.6,0,0,3.3,1.84
3.72,0,0,1.4,1.38
0.946,0,0,1.51,0.974
3.73E-02,0,0,1.23,0.684
6.45E-02,0,0,0.827,0.484
0.108,0,0,0.643,0.342
0,0,0,0.661,0.241
0.768,0,0,1.93,0.174
2.44,0,0,2.04,0.134
0.258,0,0,0.777,8.37E-02
1.48,0,0,1.69,7.32E-02
1.71,0,0,0.619,6.62E-02
0,0,0,1.03,3.72E-02
3.18E-02,0,0,2.08,2.53E-02
0.202,0,0,2.51,1.76E-02
0,0,0,2.89,1.05E-02
0,0,0,2.85,7.80E-03
5.85,0,0,2.96,1.90E-02
56.5,0,0,0.211,2.77
0.214,0,0,2.69,1.68
10,0,0,1.79,1.79
12,0,0,2.27,2.13
0.316,0,0,1.52,1.42
0.442,0,0,1.15,1.01
14,0,0,0.454,1.74
31.9,0,0,1.79,3.7
6.94,0,0,1.97,2.74
0.552,0,0,1.73,1.91
1.33,0,0,2.42,1.35
16.8,0,0,1.58,2.13
21.2,0,0,0.676,3.05
4.64,0,0,1.39,2.3
15.1,0,0,0.397,2.93
0.185,0,0,2.02,1.95
0,0,0,1.65,1.38
0,0,0,1.77,0.978
0,0,0,2.03,0.691
0.147,0,0,1.87,0.489
0.126,0,0,1.48,0.348
0,0,0,0.988,0.246
6.45E-02,0,0,1.96,0.175
0.989,0,0,2.6,0.128
1.37,0,0,0.949,9.58E-02
0,0,0,1.98,6.12E-02
0.139,0,0,1.84,4.41E-02
0.942,0,0,1.74,3.83E-02
0,0,0,1.39,2.07E-02
0,0,0,1.52,1.41E-02
0,0,0,0.982,1.05E-02
1.73,0,0,1.92,1.47E-02
4.58E-02,0,0,0.958,8.00E-03
0,0,0,0.859,7.28E-03
0.139,0,0,1.14,6.77E-03
1.22,0,0,1.41,7.88E-03
1.19,0,0,0.314,6.37E-03
1.27,0,0,1.11,5.88E-03
0.126,0,0,1.68,4.94E-03
0,0,0,0.942,4.62E-03
0,0,0,0.412,4.39E-03
0,0,0,0.614,4.18E-03
0.442,0,0,0.619,4.12E-03
1.48,0,0,1.4,5.43E-03
0.37,0,0,1.31,3.84E-03
0.647,0,0,0.712,3.89E-03
6.35E-02,0,0,0.846,3.45E-03
0.182,0,0,0.572,3.27E-03
0,0,0,0.341,3.10E-03
0,0,0,1.16,2.97E-03
7.52,0,0,1.55,2.43E-02
0.646,0,0,1.36,2.97E-03
45.8,0,0,1.85,2.03
10.2,0,0,1.04,1.64
22.9,0,0,0.988,2.46
10.6,0,0,0.431,2.31
2.92,0,0,0.463,1.83
3.73E-02,0,0,1.71,1.28
0,0,0,1.94,0.905
0,0,0,1.39,0.641
0,0,0,1.22,0.455
0,0,0,1.06,0.322
1.05,0,0,2.12,0.235
27.3,0,0,0.358,1.46
29.4,0,0,9.67E-02,3.16
3.7,0,0,0.194,2.25
26.4,0,0,1.44,3.37
3.29,0,0,1.76,2.41
0.294,0,0,1.07,1.69
6.64E-02,0,0,1.08,1.2
5.12,0,0,1.88,1.04
0.442,0,0,0.996,0.717
3.63E-03,0,0,0.325,0.507
7.56,0,0,1.28,0.747
48.5,0,0,0.786,4.46
0,0,0,0.779,2.63
7.76E-02,0,0,1.13,1.87
0,0,0,0.645,1.32
0.308,0,0,0.505,0.942
7.08,0,0,0.945,1.03
14.9,0,0,1.03,1.73
9.78,0,0,0.9,1.79
7.87,0,0,1.55,1.74
0.156,0,0,0.318,1.18
3.79,0,0,0.797,1.02
0,0,0,1.19,0.711
0.848,0,0,0.635,0.511
2.95,0,0,1.87,0.497
1.16,0,0,1.16,0.369
0,0,0,1.06,0.257
0,0,0,1.13,0.183
0,0,0,1.01,0.131
0,0,0,0.763,9.43E-02
0,0,0,0.633,6.83E-02
0,0,0,0.573,4.99E-02
4.73,0,0,1.01,9.20E-02
4.88,0,0,0.107,0.337
0,0,0,0.564,0.217
2.36,0,0,1.03,0.237
2.57,0,0,0.577,0.255
7.82,0,0,0.34,0.657
0,0,0,0.483,0.433
2.06E-02,0,0,0.477,0.306
18.4,0,0,0.468,1.43
17.8,0,0,0.299,2.22
13.4,0,0,0.574,2.52
1.6,0,0,0.432,1.77
36.8,0,0,0.72,4.17
23,0,0,1.1,4.38
4.49E-02,0,0,0.909,2.93
2.14,0,0,0.724,2.23
0.661,0,0,1.34,1.57
0,0,0,0.29,1.11
0,0,0,0.698,0.791
0,0,0,0.466,0.564
6.01,0,0,0.824,0.713
0,0,0,0.368,0.479
11.2,0,0,0.566,1.23
8.1,0,0,0.682,1.41
22.7,0,0,0.535,2.79
14.5,0,0,0.915,3
7.11,0,0,0.804,2.45
16.2,0,0,0.413,2.69
11,0,0,0.225,2.55
2.71,0,0,0.33,1.88
28,0,0,0.266,3.45
9.58,0,0,0.264,3.04
3.27E-02,0,0,7.00E-02,2.08
0.182,0,0,2.71E-02,1.48
0.15,2.29E-02,2.29E-02,2.96E-02,1.06
16.5,0,0,0.183,2.26
39.1,0,0,0.48,4.45
4.1,0,0,0.546,3.08
2.96,0,0,0.395,2.44
7.27,0,0,0.437,2.32
17.4,0,0,0.642,2.98
12.7,0,0,9.38E-02,2.95
14.6,0,0,0.193,3.08
0.358,0,0,0.161,2.09
3.73E-02,0,0,5.08E-02,1.49
0,0,0,8.82E-02,1.06
0.159,0,0,3.20E-02,0.76
0,0,0,0.355,0.54
0,0,0,0.259,0.386
0,0,0,0.264,0.277
3.73E-02,0,0,0.102,0.199
30.1,0,0,0.161,2.22
5.91,0,0,0.271,1.78
49.7,0,0,0.202,4.38
3.4,0,0,0.483,2.96
0.597,0,0,1.08,2.11
0,0,0,0.166,1.5
0,0,0,0.177,1.06
0,0,0,0.133,0.756
0.732,0,0,9.60E-02,0.544
7.69,0,0,0,0.862
16.3,0,0,0.468,1.65
4.65,0,0,0.572,1.35
15.5,9.56,2.85,0.652,1.27
5.96,0,6.7,8.94E-02,1.87
2.56,0,0,0.207,1.36
29.3,0,0,0.36,3.54
14.6,0,0,0.499,3.54
4.83,0,0,0.558,2.66
0.146,0,0,0.837,1.87
3.73E-02,3.57E-03,9.14E-04,5.56E-02,1.32
0.113,5.67E-03,0,7.33E-02,0.94
37.5,23.5,1.25,0.268,1.04
1.31,0,12.1,0.61,1.73
8.1,0,2.91,0.211,2.24
1.13,0,3.87,0.176,2.15
9.64,0,3.44,0.12,2.58
30.5,0,0,9.67E-02,4.13
3.9,0,0,0.558,2.99
12.9,0,0,0.466,3.22
8.11,0,0,0.52,2.79
3.95,0,0,0.614,2.17
11.5,0,0,0.206,2.34
3.57,0,0,1.14,1.75
8.97,0,0,0.817,1.99
2.26,0,0,0.842,1.42
5.88,0,0,0.619,1.31
46.5,0,0,0.461,5.15
2.42,0,0,0.35,3.18
5.62E-02,4.16E-03,4.16E-03,5.75E-02,2.25
0.992,0,0,0.26,1.64
23.1,0,0,0.4,2.78
10.7,0,0,0.253,2.71
7.94,0,0,0.236,2.32
2.03,0,0,0.102,1.72
15,0,0,0.19,2.21
8.41E-02,0,0,0.796,1.48
0.497,0,0,0.254,1.06
0.334,1.85E-02,1.81E-02,0.221,0.753
5.03,2.91,0.851,0.531,0.611
3.89,2.05,0.36,0.698,0.436
7.27,4.08,0.792,0.795,0.382
54.6,0,7,0.434,6.15
24.5,0,9.87E-03,0.337,5.19
24.5,0,0,0.754,5.31
64,0,0,0.437,10.1
34.8,0,0,0.421,8.46
23.6,0,0,0.305,7.69
0.523,0,0,0.907,5.28
15.7,0,0,0.685,4.85
3.25,0,0,1.2,3.48
1.88E-02,0,0,0.684,2.46
4.86,2.36,2.27,0.352,1.98
1.88E-02,0,8.56E-02,0.398,1.4
1.76E-03,0,0,0.208,0.993
0,0,0,0.117,0.706
2.36,0,0,0.143,0.616
0.118,0,0,0.234,0.428
6.35E-02,0,0,0.254,0.307
5.14,0,0,0.271,0.553
0,0,0,0.283,0.37
0.115,5.32E-03,5.32E-03,0.51,0.265
0,0,0,0.494,0.188
0,0,0,0.577,0.135
0,0,0,0.358,9.72E-02
0,0,0,0.53,7.04E-02
5.34,2.91,1.04,0.837,0.106
6.21,0,1.87,0.253,0.672
2.18,1.5,0.326,0.782,0.473
7.09,6.34,2.03,0.535,0.37
3.43,2.87,1.44,1.16,0.258
1.88E-02,1.50E-03,6.91E-02,0.49,0.165
0,0,0,0.23,0.118
4.58E-02,9.35E-04,9.35E-04,0.267,8.40E-02
0.272,1.75E-02,2.53,0.591,0.23
9.43,0,4.28,0.589,1.38
1.72,0,0,0.654,1.1
0.277,0,0,0.575,0.772
3.03,0,0,0.708,0.681
4.58E-02,0,0,0.759,0.471
0,0,0,0.441,0.334
0,0,0,0.407,0.237
9.37E-02,4.16E-03,4.16E-03,0.449,0.169
2.16,0.16,0.16,1.16,0.129
3.68,1.73,1.73,0.35,0.239
18.1,0,0,0.987,1.75
7.76,0,0,0.802,1.72
29.4,0,0,0.578,3.42
7.13,0,0,0.708,2.73
0.142,0,0,1.26,1.88
29.3,0,0,0.707,3.82
8.85,0,0,1.11,3.05
0.312,0,0,0.648,2.11
0.442,0,0,0.838,1.5
5.76,0,0,1.36,1.32
0.123,0,0,0.804,0.914
4.64,0,0,1.31,0.894
1.05,0,0,0.929,0.622
0.999,0,0,0.356,0.452
1.88E-02,0,0,0.728,0.318
9.53E-02,0,0,0.569,0.228
0,0,0,0.161,0.162
0,0,0,0.913,0.116
0.273,0,0,0.866,8.32E-02
1.33,0,0,0.745,7.00E-02
2.19,0,0,1.4,0.136
12.5,0,0,0.799,0.791
6.41,0,0,1.22,1.01
3.89,0,0,1.19,0.905
2.45,0,0,1.39,0.687
0.169,0,0,1,0.479
0.358,0,0,0.621,0.343
3.42,0,0,0.746,0.392
0.251,0,0,0.651,0.263
6.91E-02,0,0,0.762,0.185
0,0,0,0.69,0.13
0.774,0,0,0.736,9.85E-02
0.35,0,0,0.71,6.88E-02
8.06,0,0,0.76,0.613
0.256,0,0,1.4,0.391
22.3,0,0,1.49,2.16
2.05,0,0,1.52,1.43
6.01,0,0,2.01,1.36
4.57,0,0,0.952,1.28
4.72,0,0,1.55,1.24
3.73E-02,0,0,1.35,0.845
0.213,0,0,0.791,0.6
0,0,0,1.22,0.423
0,0,0,1.17,0.3
0,0,0,0.695,0.213
0.136,0,0,0.653,0.152
0.936,0,0,0.826,0.114
0.521,0,0,1.04,7.84E-02
0,0,0,0.694,5.26E-02
0,0,0,1.09,3.55E-02
0.296,0,0,1.58,2.61E-02
28.9,0,0,2.13,1.84
14.9,0,0,0.689,2.09
14.4,0,0,0.434,2.45
1.88E-02,0,0,1.28,1.63
0.301,0,0,1.34,1.16
2.87,0,0,0.949,0.918
0.178,0,0,0.406,0.637
0.641,0,0,1.37,0.448
0.15,0,0,0.444,0.317
0.104,0,0,0.732,0.225
4.47E-02,0,0,0.5,0.158
3.18E-02,0,0,0.847,0.111
0,0,0,0.743,7.74E-02
0,0,0,1.62,5.36E-02
0,0,0,1.72,3.69E-02
0,0,0,1.72,2.51E-02
0.206,0,0,1.14,1.77E-02
0,0,0,1.28,1.13E-02
0,0,0,1.46,9.09E-03
0,0,0,1.46,8.02E-03
0,0,0,1.55,7.20E-03
0,0,0,1.44,6.55E-03
0,0,0,1.57,5.98E-03
0,0,0,1.11,5.51E-03
1.53,0,0,2,6.20E-03
5.95,0,0,2.04,3.96E-02
4.76,0,0,1.65,4.34E-02
0.551,0,0,1.93,2.22E-02
8.62,0,0,1.46,0.3
0.15,0,0,1.52,0.173
1.76E-03,0,0,1.9,0.119
10.2,0,0,1.92,0.549
0.877,0,0,1.08,0.346
0,0,0,1.82,0.238
1.62,0,0,1.36,0.176
0.115,0,0,1.74,0.115
1.24,0,0,1.98,8.59E-02
3.6,0,0,2.32,8.19E-02
0,0,0,0.927,4.11E-02
1.99,0,0,1.08,3.82E-02
0.115,0,0,1.15,1.77E-02
0,0,0,1.8,1.03E-02
0,0,0,2.06,6.29E-03
0,0,0,0.685,5.15E-03
0,0,0,1.68,4.49E-03
0.563,0,0,0.782,4.22E-03
0.562,0,0,1.4,3.99E-03
3.82,0,0,1.63,1.50E-02
6.62,0,0,2.38,0.253
0.276,0,0,1.92,0.142
25.6,0,0,2.23,1.96
17.3,0,0,0.498,2.25
2.83,0,0,1.28,1.66
4.1,0,0,2.69,1.4
6.51,0,0,0.977,1.39
0.11,0,0,1.3,0.947
1.62,0,0,2.33,0.682
21.8,0,0,1.8,2.09
1.22,0,0,1.57,1.36
1.54,0,0,1.61,1.02
2.17,0,0,1.88,0.783
2.31,0,0,1.79,0.699
0.182,0,0,1.84,0.479
0,0,0,2.02,0.338
7.25,0,0,2.74,0.57
0,0,0,1.92,0.362
5.18,0,0,0.978,0.602
0.236,0,0,2.07,0.392
0.551,0,0,1.57,0.28
1.04,0,0,0.99,0.206
0,0,0,0.906,0.136
29.5,0,0,2.66,1.92
7.17,0,0,0.8,1.61
15.8,0,0,0.292,2.22
15.4,0,0,1.94,2.63
0.938,0,0,1.73,1.76
0,0,0,1.01,1.24
27.9,0,0,2.02,2.65
15.6,0,0,1.92,2.91
0.191,0,0,0.889,1.93
9.24,0,0,1.55,1.88
4.68E-02,0,0,1.4,1.28
1.99,0,0,2.1,0.926
9.62,0,0,0.463,1.32
1.87,0,0,0.709,1.02
1.12,0,0,1.49,0.734
0.262,0,0,0.303,0.517
2.92,0,0,1.94,0.448
0,0,0,1.32,0.306
0,0,0,1.93,0.216
0.233,0,0,2.25,0.154
1.5,0,0,2.88,0.116
0.869,0,0,0.684,8.17E-02
6.63E-02,0,0,0.471,5.37E-02
1.23,0,0,1.83,4.36E-02
0,0,0,0.941,2.50E-02
0,0,0,2.08,1.63E-02
17,0,0,2.56,0.821
6.72E-02,0,0,1.04,0.488
0,0,0,1.39,0.343
19.6,0,0,2.23,1.57
6.48,0,0,2.02,1.36
0,0,0,1.16,0.926
0.254,0,0,0.59,0.656
13.7,0,0,1.29,1.37
9.58,0,0,2.18,1.61
10.1,0,0,2.14,1.79
8.72,0,0,1.29,1.85
17.6,0,0,1.89,2.67
5.42,0,0,1.22,2.22
0.586,0,0,1.09,1.53
30.6,0,0,1.47,3.13
15.7,0,0,1.27,2.93
6.15,0,0,0.942,2.38
1.35,0,0,1.21,1.68
23.7,0,0,1.66,2.78
0,0,0,0.633,1.81
0.952,0,0,1.19,1.29
3.53,0,0,0.964,1.1
0.628,0,0,1.65,0.763
0,0,0,1.06,0.539
3.18E-02,0,0,0.601,0.384
2.16E-02,0,0,1.13,0.272
13.1,0,0,1.77,0.89
1.04,0,0,0.496,0.577
0,0,0,1.47,0.405
0,0,0,1.41,0.287
0,0,0,1.63,0.204
0,0,0,1.55,0.144
3.78,0,0,2.12,0.133
21.3,0,0,0.666,1.45
27.1,0,0,0.823,3.09
51.5,0,0,1.47,6.72
11.3,0,0,2.31,4.69
2.83,0,0,1.6,3.3
0.586,0,0,1.43,2.34
36,0,0,0.939,4.53
26.5,0,0,1.9,4.93
4.30E-02,0,0,1.02,3.27
29.1,0,0,1.03,4.26
1.37,0,0,0.977,2.87
7.78,0,0,1.74,2.55
17.3,0,0,0.431,2.95
0.336,0,0,1.5,1.97
1.2,0,0,1.05,1.43
1.84,0,0,0.443,1.09
8.1,0,0,0.387,1.33
1.05,0,0,0.288,0.968
4.18,0,0,0.343,0.993
23.2,0,0,0.221,2.4
0.906,0,0,0.62,1.59
7.53,0,0,0.743,1.69
7.34,0,0,1.51,1.5
58.2,0,0,0.525,5.93
15.6,0,0,1.76,4.4
8.61,0,0,1.64,3.54
9.68,0,0,1.48,3.22
0.859,0,0,0.514,2.21
0,0,0,0.671,1.57
0,0,0,0.558,1.11
0,0,0,0.745,0.791
0,0,0,0.804,0.563
2.25,0,0,0.312,0.427
2.87,0,0,0.567,0.47
41.8,0,0,0.487,3.31
13,0,0,0.316,3.07
2.88,0,0,0.44,2.26
4.82,0,0,0.418,2
7,0,0,0.46,2
16.6,0,0,0.484,2.53
17.1,0,0,0.107,2.97
19.5,0,0,1.15,3.35
55.2,0,0,0.488,7.36
17.1,0,0,0.254,5.73
18.3,0,0,0.657,5.48
0.681,0,0,0.694,3.75
0.799,0,0,0.752,2.7
2.57,0,0,0.77,2.07
1.93,0,0,1.04,1.63
1.58,0,0,0.492,1.2
9.37E-02,0,0,0.204,0.85
4.58E-02,0,0,0.153,0.605
3.73E-02,0,0,0.309,0.432
1.75,0,0,0.444,0.359
6.58,0,0,0.204,0.734
0,0,0,1.05,0.484
12.7,0,0,0.836,1.23
12.5,0,0,0.268,1.97
5.17,0,0,0.275,1.76
3.83,0,0,0.212,1.53
20.5,0,0,0.474,2.37
0.735,0,0,0.723,1.58
3.72,0,0,0.138,1.45
5.1,0,0,0.87,1.33
1.94,0,0,0.443,1.03
8.24E-02,0,0,0.489,0.724
2.76,0,0,0.623,0.677
5.56,0,0,0.487,0.818
13.8,0,0,0.451,1.71
20.7,0,0,0.126,2.59
1.96,1.12,1.12,0.102,1.8
6.68,3.95,2.82,1.38E-02,1.54
8.57,0,1.13,0.146,1.82
0.32,0,0,0.663,1.24
3.43,0,0,0.119,1
5.35,0,0,5.16E-02,1.06
17.8,0,0,0.278,2.08
7.09E-02,0,0,0.312,1.34
10.7,0,0,0.317,1.62
0,0,0,0.533,1.09
0.356,0,0,0.147,0.778
4.41,0,0,0.509,0.866
0.308,0,0,5.31E-02,0.595
0.684,0,0,0,0.468
6.53E-02,0,0,0.163,0.339
1.35,0,0,0.244,0.332
1.89,0,0,0.122,0.338
4.26,0,0,0.434,0.5
2.06E-02,0,0,2.09E-02,0.336
0,0,0,0.179,0.239
0,0,0,8.89E-02,0.171
13.5,0,0,4.77E-02,1.02
0.124,0,0,7.57E-02,0.663
9.37E-02,0,0,0.204,0.471
0.218,0,0,0.195,0.338
20.8,0,0,0.343,1.83
13.8,0,0,0.213,2.24
8.7,0,0,0.804,2.17
7.7,0,0,0.528,2.03
5.45,0,0,0.319,1.75
1.7,0.782,0.618,0.347,1.28
11.2,0,0.165,0.308,1.66
42,0,0,0.192,4.06
14.7,0,0,0.277,3.54
2.29,0,0,0.632,2.58
10.9,0,0,0.746,2.57
21.7,13.2,1.77,0.438,2.02
0.251,8.33E-03,3.05,0.107,1.59
33.1,0,7.49,0.25,4.64
0.393,0,0.903,1,3.01
9.8,0,0,0.432,2.7
14.1,0,0,0.473,2.85
8.62E-02,0,0,0.204,1.92
